2025/02/24 17:34:11 Starting API server on port 8080...
2025/02/24 17:35:40 GET /health | Response Time: 0s | CPU: 0.4 | Memory: 186 KB
2025/02/24 20:19:44 GET /items/1000forloop | Response Time: 0s | CPU: 0.4 | Memory: 306 KB
2025/02/24 20:21:12 Starting API server on port 8080...
2025/02/24 20:21:23 GET /items/100000forloop | Response Time: 527µs | CPU: 0.4 | Memory: 191 KB
2025/02/24 20:21:25 GET /items/100000forloop | Response Time: 708.4µs | CPU: 0.4 | Memory: 206 KB
2025/02/24 20:21:26 GET /items/100000forloop | Response Time: 0s | CPU: 0.4 | Memory: 219 KB
2025/02/24 20:21:26 GET /items/100000forloop | Response Time: 0s | CPU: 0.4 | Memory: 222 KB
2025/02/24 20:21:27 GET /items/100000forloop | Response Time: 0s | CPU: 0.4 | Memory: 225 KB
2025/02/24 20:21:28 GET /items/100000forloop | Response Time: 0s | CPU: 0.4 | Memory: 228 KB
2025/02/24 20:21:28 GET /items/100000forloop | Response Time: 0s | CPU: 0.4 | Memory: 231 KB
2025/02/24 20:21:29 GET /items/100000forloop | Response Time: 0s | CPU: 0.4 | Memory: 237 KB
2025/02/24 20:21:30 GET /items/100000forloop | Response Time: 0s | CPU: 0.4 | Memory: 249 KB
2025/02/24 20:21:30 GET /items/100000forloop | Response Time: 0s | CPU: 0.4 | Memory: 252 KB
2025/02/24 20:21:31 GET /items/100000forloop | Response Time: 0s | CPU: 0.4 | Memory: 255 KB
2025/02/24 20:21:32 GET /items/100000forloop | Response Time: 0s | CPU: 0.4 | Memory: 258 KB
2025/02/24 20:21:33 GET /items/100000forloop | Response Time: 0s | CPU: 0.4 | Memory: 261 KB
2025/02/24 20:21:34 GET /items/100000forloop | Response Time: 394µs | CPU: 0.4 | Memory: 265 KB
2025/02/24 20:21:34 GET /items/100000forloop | Response Time: 0s | CPU: 0.4 | Memory: 268 KB
2025/02/24 20:21:35 GET /items/100000forloop | Response Time: 0s | CPU: 0.4 | Memory: 271 KB
2025/02/24 20:21:35 GET /items/100000forloop | Response Time: 0s | CPU: 0.4 | Memory: 274 KB
2025/02/24 20:27:18 Starting API server on port 8080...
2025/02/24 20:27:31 GET /items/1000000forloop | Response Time: 517.3µs | CPU: 0.4 | Memory: 191 KB
2025/02/24 20:27:32 GET /items/1000000forloop | Response Time: 2.5121ms | CPU: 0.4 | Memory: 204 KB
2025/02/24 20:27:33 GET /items/1000000forloop | Response Time: 0s | CPU: 0.4 | Memory: 208 KB
2025/02/24 20:27:34 GET /items/1000000forloop | Response Time: 0s | CPU: 0.4 | Memory: 212 KB
2025/02/24 20:27:35 GET /items/1000000forloop | Response Time: 0s | CPU: 0.4 | Memory: 215 KB
2025/02/24 20:27:35 GET /items/1000000forloop | Response Time: 0s | CPU: 0.4 | Memory: 220 KB
2025/02/24 20:27:36 GET /items/1000000forloop | Response Time: 0s | CPU: 0.4 | Memory: 234 KB
2025/02/24 20:27:36 GET /items/1000000forloop | Response Time: 0s | CPU: 0.4 | Memory: 246 KB
2025/02/24 20:27:37 GET /items/1000000forloop | Response Time: 0s | CPU: 0.4 | Memory: 249 KB
2025/02/24 20:27:38 GET /items/1000000forloop | Response Time: 0s | CPU: 0.4 | Memory: 252 KB
2025/02/24 20:27:38 GET /items/1000000forloop | Response Time: 0s | CPU: 0.4 | Memory: 255 KB
2025/02/24 20:27:39 GET /items/1000000forloop | Response Time: 0s | CPU: 0.4 | Memory: 258 KB
2025/02/24 20:27:39 GET /items/1000000forloop | Response Time: 0s | CPU: 0.4 | Memory: 261 KB
2025/02/24 20:27:40 GET /items/1000000forloop | Response Time: 0s | CPU: 0.4 | Memory: 264 KB
2025/02/24 20:27:41 GET /items/1000000forloop | Response Time: 0s | CPU: 0.4 | Memory: 267 KB
2025/02/24 20:27:42 GET /items/1000000forloop | Response Time: 0s | CPU: 0.4 | Memory: 270 KB
2025/02/24 20:27:43 GET /items/1000000forloop | Response Time: 0s | CPU: 0.4 | Memory: 274 KB
2025/02/24 20:27:43 GET /items/1000000forloop | Response Time: 0s | CPU: 0.4 | Memory: 277 KB
2025/02/24 20:27:44 GET /items/1000000forloop | Response Time: 0s | CPU: 0.4 | Memory: 280 KB
2025/02/24 20:27:45 GET /items/1000000forloop | Response Time: 0s | CPU: 0.4 | Memory: 283 KB
2025/02/24 20:27:45 GET /items/1000000forloop | Response Time: 0s | CPU: 0.4 | Memory: 286 KB
2025/02/24 20:28:42 POST /items | Response Time: 0s | CPU: 0.6000000000000001 | Memory: 291 KB
2025/02/24 20:28:43 POST /items | Response Time: 0s | CPU: 0.6000000000000001 | Memory: 295 KB
2025/02/24 20:28:44 POST /items | Response Time: 0s | CPU: 0.6000000000000001 | Memory: 299 KB
2025/02/24 20:28:44 POST /items | Response Time: 0s | CPU: 0.6000000000000001 | Memory: 303 KB
2025/02/24 20:28:45 POST /items | Response Time: 0s | CPU: 0.6000000000000001 | Memory: 308 KB
2025/02/24 20:28:45 POST /items | Response Time: 344.5µs | CPU: 0.6000000000000001 | Memory: 312 KB
2025/02/24 20:28:46 POST /items | Response Time: 0s | CPU: 0.6000000000000001 | Memory: 316 KB
2025/02/24 20:28:47 POST /items | Response Time: 72.1µs | CPU: 0.6000000000000001 | Memory: 320 KB
2025/02/24 20:28:48 POST /items | Response Time: 0s | CPU: 0.6000000000000001 | Memory: 324 KB
2025/02/24 20:28:49 POST /items | Response Time: 0s | CPU: 0.6000000000000001 | Memory: 328 KB
2025/02/24 20:28:50 POST /items | Response Time: 0s | CPU: 0.6000000000000001 | Memory: 332 KB
2025/02/24 20:28:51 POST /items | Response Time: 0s | CPU: 0.6000000000000001 | Memory: 336 KB
2025/02/24 20:28:51 POST /items | Response Time: 0s | CPU: 0.6000000000000001 | Memory: 340 KB
2025/02/24 20:28:52 POST /items | Response Time: 0s | CPU: 0.6000000000000001 | Memory: 344 KB
2025/02/24 20:28:53 POST /items | Response Time: 0s | CPU: 0.6000000000000001 | Memory: 348 KB
2025/02/24 20:28:54 POST /items | Response Time: 0s | CPU: 0.6000000000000001 | Memory: 353 KB
2025/02/24 20:28:55 POST /items | Response Time: 0s | CPU: 0.6000000000000001 | Memory: 358 KB
2025/02/24 20:28:56 POST /items | Response Time: 64.3µs | CPU: 0.6000000000000001 | Memory: 362 KB
2025/02/24 20:28:56 POST /items | Response Time: 0s | CPU: 0.6000000000000001 | Memory: 366 KB
2025/02/24 20:28:57 POST /items | Response Time: 0s | CPU: 0.6000000000000001 | Memory: 370 KB
2025/02/24 20:28:58 POST /items | Response Time: 35.9µs | CPU: 0.6000000000000001 | Memory: 374 KB
2025/02/24 20:28:59 POST /items | Response Time: 0s | CPU: 0.6000000000000001 | Memory: 378 KB
2025/02/24 20:28:59 POST /items | Response Time: 0s | CPU: 0.6000000000000001 | Memory: 383 KB
2025/02/24 20:29:00 POST /items | Response Time: 0s | CPU: 0.6000000000000001 | Memory: 387 KB
2025/02/24 20:29:02 POST /items | Response Time: 0s | CPU: 0.6000000000000001 | Memory: 392 KB
2025/02/24 20:29:04 POST /items | Response Time: 0s | CPU: 0.6000000000000001 | Memory: 396 KB
2025/02/24 20:29:04 POST /items | Response Time: 0s | CPU: 0.6000000000000001 | Memory: 400 KB
2025/02/24 20:29:05 POST /items | Response Time: 0s | CPU: 0.6000000000000001 | Memory: 404 KB
2025/02/24 20:29:06 POST /items | Response Time: 59µs | CPU: 0.6000000000000001 | Memory: 408 KB
2025/02/24 20:29:07 POST /items | Response Time: 0s | CPU: 0.6000000000000001 | Memory: 412 KB
2025/02/24 20:29:08 POST /items | Response Time: 0s | CPU: 0.6000000000000001 | Memory: 416 KB
2025/02/24 20:29:08 POST /items | Response Time: 0s | CPU: 0.6000000000000001 | Memory: 420 KB
2025/02/24 20:29:09 POST /items | Response Time: 0s | CPU: 0.6000000000000001 | Memory: 424 KB
2025/02/24 20:29:10 POST /items | Response Time: 0s | CPU: 0.6000000000000001 | Memory: 429 KB
2025/02/24 20:29:10 POST /items | Response Time: 0s | CPU: 0.6000000000000001 | Memory: 433 KB
2025/02/24 20:29:11 POST /items | Response Time: 0s | CPU: 0.6000000000000001 | Memory: 437 KB
2025/02/24 20:29:12 POST /items | Response Time: 0s | CPU: 0.6000000000000001 | Memory: 442 KB
2025/02/24 20:29:12 POST /items | Response Time: 0s | CPU: 0.6000000000000001 | Memory: 447 KB
2025/02/24 20:29:13 POST /items | Response Time: 0s | CPU: 0.6000000000000001 | Memory: 452 KB
2025/02/24 20:29:14 POST /items | Response Time: 0s | CPU: 0.6000000000000001 | Memory: 456 KB
2025/02/24 20:29:15 POST /items | Response Time: 0s | CPU: 0.6000000000000001 | Memory: 460 KB
2025/02/24 20:29:15 POST /items | Response Time: 0s | CPU: 0.6000000000000001 | Memory: 465 KB
2025/02/24 20:29:16 POST /items | Response Time: 0s | CPU: 0.6000000000000001 | Memory: 469 KB
2025/02/24 20:29:17 POST /items | Response Time: 0s | CPU: 0.6000000000000001 | Memory: 473 KB
2025/02/24 20:29:17 POST /items | Response Time: 51.6µs | CPU: 0.6000000000000001 | Memory: 477 KB
2025/02/24 20:29:18 POST /items | Response Time: 0s | CPU: 0.6000000000000001 | Memory: 481 KB
2025/02/24 20:29:19 POST /items | Response Time: 0s | CPU: 0.6000000000000001 | Memory: 485 KB
2025/02/24 20:29:20 POST /items | Response Time: 999.9µs | CPU: 0.6000000000000001 | Memory: 489 KB
2025/02/24 20:29:20 POST /items | Response Time: 0s | CPU: 0.6000000000000001 | Memory: 493 KB
2025/02/24 20:29:21 POST /items | Response Time: 0s | CPU: 0.6000000000000001 | Memory: 497 KB
2025/02/24 20:29:40 GET /items | Response Time: 0s | CPU: 0.4 | Memory: 507 KB
2025/02/24 20:29:42 GET /items | Response Time: 0s | CPU: 0.4 | Memory: 510 KB
2025/02/24 20:29:43 GET /items | Response Time: 0s | CPU: 0.4 | Memory: 513 KB
2025/02/24 20:29:44 GET /items | Response Time: 0s | CPU: 0.4 | Memory: 516 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 1.2000000000000002 | Memory: 2630 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 1.4000000000000001 | Memory: 2635 KB
2025/02/24 20:46:52 GET /items | Response Time: 849.4µs | CPU: 1.4000000000000001 | Memory: 2640 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 1.6 | Memory: 2643 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 1.6 | Memory: 2645 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 1.2000000000000002 | Memory: 2648 KB
2025/02/24 20:46:52 GET /items | Response Time: 847.8µs | CPU: 1.4000000000000001 | Memory: 2652 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 1.6 | Memory: 2656 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 1.6 | Memory: 2659 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 1.6 | Memory: 2663 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 1.2000000000000002 | Memory: 2665 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 1.2000000000000002 | Memory: 2669 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 1.4000000000000001 | Memory: 2671 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 1.2000000000000002 | Memory: 2676 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 1.4000000000000001 | Memory: 2681 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 1.6 | Memory: 2688 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 1.6 | Memory: 2693 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 1.8 | Memory: 2697 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 2 | Memory: 2701 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 2.4000000000000004 | Memory: 2707 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 2.6 | Memory: 2711 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 2.6 | Memory: 2714 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 2.6 | Memory: 2717 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 2.6 | Memory: 2719 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 2.4000000000000004 | Memory: 2721 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 2.4000000000000004 | Memory: 2724 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 2.2 | Memory: 2727 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 2 | Memory: 2730 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 2.2 | Memory: 2733 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 2.2 | Memory: 2739 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 2.2 | Memory: 2741 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 1.4000000000000001 | Memory: 2743 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 1.4000000000000001 | Memory: 2747 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 1 | Memory: 2752 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 1.2000000000000002 | Memory: 2757 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 1.4000000000000001 | Memory: 2760 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 1.4000000000000001 | Memory: 2763 KB
2025/02/24 20:46:52 GET /items | Response Time: 503.6µs | CPU: 1 | Memory: 2763 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 1.2000000000000002 | Memory: 2768 KB
2025/02/24 20:46:52 GET /items | Response Time: 13µs | CPU: 0.8 | Memory: 2770 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 2775 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 2777 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 2781 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 2784 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 2788 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 2791 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 2795 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 2797 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 2802 KB
2025/02/24 20:46:52 GET /items | Response Time: 503.6µs | CPU: 0.8 | Memory: 2804 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 2808 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 2811 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 2815 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 2818 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 2822 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 2824 KB
2025/02/24 20:46:52 GET /items | Response Time: 0s | CPU: 0.8 | Memory: 2829 KB
